Date,Barcelona_Fabra Daily Rainfall [mm],Barcelona Daily Rainfall [mm],Sabadell_Aero Daily Rainfall [mm],Garriga Discharge [m^3],Castellar Discharge [m^3],Llica Discharge [m^3],Montornes Discharge [m^3],Mogoda Discharge [m^3],Gramenet Discharge [m^3]
12/6/2005,0,0,0,0.183,,0.156,0.3519,0.125,4.216
12/7/2005,0,0,0,0.176,,0.152,0.3479,0.116,4.0428
12/8/2005,0,0,0,0.169,,0.147,0.3536,0.12,3.9401
12/9/2005,0,0,0,0.167,,0.143,0.3502,0.114,3.7575
12/10/2005,0,0,0,0.163,,0.139,0.3408,0.109,3.7235
12/11/2005,0,0,0,0.163,,0.136,0.3315,0.105,3.5289
12/12/2005,0,4.2,0,0.163,,0.137,0.3773,0.106,3.6599
12/13/2005,,,0,0.163,,0.133,0.3897,0.103,3.7872
12/14/2005,0,,0,0.162,,0.134,0.378,0.104,3.7821
12/15/2005,0,0,0,0.162,,0.133,0.385,0.103,3.8085
12/16/2005,0,0,0,0.16,,0.132,0.3664,0.093,3.7936
12/17/2005,0,0,0,0.156,,0.129,0.3532,0.09,3.6167
12/18/2005,,0.6,0,0.155,,0.126,0.3448,0.082,3.3185
12/19/2005,0,0.1,0,0.155,,0.123,0.3389,0.077,3.4432
12/20/2005,0,0,0,0.155,,0.121,0.3415,0.082,3.6215
12/21/2005,0,3.8,0,0.155,,0.12,0.3525,0.087,3.6102
12/22/2005,0,,0,0.155,,0.12,0.3473,0.083,3.6284
12/23/2005,0,3.4,0,0.155,,0.117,0.3472,0.079,3.61
12/24/2005,0,,0,0.155,,0.113,0.341,0.077,3.4772
12/25/2005,0,,0,0.155,,0.119,0.3397,0.077,3.2657
12/26/2005,,0,0,0.155,,0.119,0.3453,0.078,3.2557
12/27/2005,,6.2,0,0.155,,0.121,0.3524,0.079,3.3118
12/28/2005,0,,0,0.155,,0.122,0.3547,0.075,3.2438
12/29/2005,0,,,0.155,,0.121,0.3746,0.077,3.0932
12/30/2005,0,,,0.155,,0.12,0.3474,0.077,3.1344
12/31/2005,,,,0.152,,0.119,0.3406,0.072,3.0915
1/1/2006,0,0,0,0.149,,0.118,0.3412,0.071,2.9211
1/2/2006,0,0,0,0.149,,0.113,0.368,0.066,3.0618
1/3/2006,0,0,0,0.149,,0.105,0.3568,0.066,3.0608
1/4/2006,0.6,0.4,0.3,0.149,,0.106,0.3598,0.067,3.071
1/5/2006,4.1,2.3,3.7,0.149,,0.113,0.4324,0.139,4.193
1/6/2006,5.1,5.3,2.8,0.149,,0.108,0.4925,0.104,3.4783
1/7/2006,31.9,9.9,12.7,0.263,,0.175,0.9788,0.6,11.116
1/8/2006,1.3,,2.2,4.727,,0.23,1.3641,0.938,16.5088
1/9/2006,12.2,1.7,1.7,1.478,,0.192,0.8847,0.265,8.4696
1/10/2006,2,0.1,1.2,1.156,,0.255,1.2739,0.759,12.3934
1/11/2006,0,0,0.7,0.789,,0.182,0.8385,0.257,6.1488
1/12/2006,0,0,0.6,0.589,,0.177,0.6894,0.229,5.3382
1/13/2006,0,0,0.7,0.387,,0.165,0.6207,0.223,4.9186
1/14/2006,0,0,0.6,0.163,,0.162,0.5919,0.219,4.674
1/15/2006,5.4,3.6,0.6,0.158,,0.162,0.6733,0.216,4.6686
1/16/2006,1,1.9,0.5,0.155,,0.156,0.5957,0.213,4.6872
1/17/2006,0,0,0.8,0.154,,0.153,0.5342,0.203,4.6169
1/18/2006,0,0.1,1.1,0.149,,0.152,0.5166,0.197,4.6146
1/19/2006,0,0,0.7,0.149,,0.151,0.5214,0.188,4.4338
1/20/2006,0,0,0.1,0.119,,0.148,0.4201,0.178,4.2957
1/21/2006,0,9.9,0,0.097,,0.145,0.3928,0.177,4.0438
1/22/2006,0,,0,0.097,,0.147,0.4319,0.17,3.7951
1/23/2006,0,0,0,0.095,,0.144,0.4333,0.144,4.0231
1/24/2006,0,6.6,0,0.093,,0.14,0.4266,0.123,4.0577
1/25/2006,0,,0,0.093,,0.14,0.4267,0.117,4.0772
1/26/2006,2.9,5.4,0.8,0.093,,0.142,0.3971,0.115,4.1139
1/27/2006,36.6,,9.7,0.092,,0.2,0.7624,0.503,9.577
1/28/2006,40.3,,22.7,0.422,,0.388,1.9552,2.249,23.3388
1/29/2006,4.6,4.7,33.1,19.591,,0.497,6.7508,3.78,31.6891
1/30/2006,2.4,7,10.2,11.45,,0.563,3.2225,2.401,27.1526
1/31/2006,0,11.4,1.8,5.095,,0.556,1.8553,1.581,23.1702
2/1/2006,0,9.2,0,2.16,,0.5,1.5838,1.183,16.9901
2/2/2006,0,6.9,0,1.638,,0.463,1.5046,0.907,14.7902
2/3/2006,0,7.3,,1.471,,0.42,1.4414,0.754,12.3114
2/4/2006,0,,,1.354,,0.364,1.4016,0.669,10.7614
2/5/2006,0,,,1.243,,0.329,1.3867,0.643,9.5639
2/6/2006,0,,0,0.986,,0.304,1.3762,0.584,8.9994
2/7/2006,0,,0,0.675,,0.284,1.2888,0.517,8.4362
2/8/2006,0,,0,0.657,,0.275,1.2321,0.477,8.0207
2/9/2006,0.1,,0,0.645,,0.263,1.1985,0.437,7.5367
2/10/2006,0.1,,0.1,0.623,,0.254,1.1229,0.427,7.3474
2/11/2006,0,,0,0.622,,0.247,1.0367,0.44,7.1932
2/12/2006,0,,0,0.596,,0.238,0.8027,0.405,6.5997
2/13/2006,0,,0,0.557,,0.23,0.8352,0.369,6.4138
2/14/2006,0,,0,0.503,,0.227,0.8209,0.351,6.3787
2/15/2006,,,0,0.459,,0.225,0.6979,0.343,6.3581
2/16/2006,0,,0,0.454,,0.222,0.7041,0.29,6.1495
2/17/2006,0,,0,0.449,,0.215,0.6754,0.268,6.0194
2/18/2006,0,,0,0.444,,0.211,0.6354,0.259,5.7091
2/19/2006,0.4,,0,0.439,,0.21,0.6659,0.265,5.4169
2/20/2006,0,,0,0.434,,0.208,0.6487,0.279,5.63
2/21/2006,13.1,,0.4,0.429,,0.209,0.6437,0.305,5.986
2/22/2006,0,,0.6,0.424,,0.211,0.6617,0.3,5.6101
2/23/2006,0,,1.1,0.419,,0.2,0.632,0.342,5.5311
2/24/2006,0,,0,0.414,,0.193,0.5835,0.391,5.5533
2/25/2006,0,,0.1,0.408,,0.185,0.5328,0.269,5.0669
2/26/2006,5.4,,1.8,0.403,,0.192,0.7201,0.314,6.6488
2/27/2006,0,,0.5,0.398,,0.192,0.8316,0.256,5.5239
2/28/2006,0,,1,0.393,,0.183,0.6846,0.226,4.9688
3/1/2006,,,0,0.388,,0.181,0.599,0.263,5.1232
3/2/2006,0,,0,0.383,,0.182,0.5207,0.233,4.9703
3/3/2006,0,,0,0.378,,0.175,0.4534,0.187,4.8828
3/4/2006,0.1,,0,0.373,,0.171,0.4131,0.179,4.7626
3/5/2006,13.5,,1.1,0.368,,0.18,0.4999,0.405,7.2717
3/6/2006,0,,0,0.363,,0.169,0.4323,0.202,4.8026
3/7/2006,0,,0,0.358,,0.163,0.4198,0.185,4.7051
3/8/2006,0,,0,0.353,,0.158,0.3905,0.183,4.6476
3/9/2006,0,,0,0.348,,0.155,0.3765,0.171,4.5549
3/10/2006,0,,0,0.343,,0.152,0.3748,0.167,4.4938
3/11/2006,0,,0,0.338,,0.149,0.3761,0.147,4.344
3/12/2006,,,0,0.333,,0.149,0.3742,0.118,4.0781
3/13/2006,0.1,,0,0.328,,0.15,0.3766,0.12,4.1648
3/14/2006,0,,0,0.322,,0.148,0.4014,0.113,4.4433
3/15/2006,0,,0,0.317,,0.145,0.3692,0.098,4.3974
3/16/2006,0,,0,0.312,,0.143,0.3745,0.097,4.2506
3/17/2006,0,,0,0.307,,0.147,0.3763,0.107,4.2248
3/18/2006,2.2,,,0.302,,0.151,0.3665,0.105,4.1867
3/19/2006,0.3,,0.2,0.297,,0.149,0.3969,0.149,4.2806
3/20/2006,1.7,,,0.292,,0.148,0.3981,0.126,4.1254
3/21/2006,0.3,,,0.287,,0.16,0.5288,0.107,4.724
3/22/2006,0,,,0.282,,0.15,0.515,0.183,4.6908
3/23/2006,0,,,0.277,,0.131,0.439635417,0.108,4.335569444
3/24/2006,0,,,0.272,,0.12,0.3927,0.075,4.1259
3/25/2006,0,,,0.267,,0.122,0.3817,0.072,3.8576
3/26/2006,0,,,0.262,,0.128,0.3729,0.087,3.5272
3/27/2006,0,,,0.257,,0.126,0.3688,0.062,3.7528
3/28/2006,0,,,0.252,,0.123,0.3786,0.056,3.9029
3/29/2006,0,,,0.247,,0.117,0.3744,0.056,3.8683
3/30/2006,0,,0,0.242,,0.115,0.3736,0.053,3.7498
3/31/2006,0,,,0.236,,0.106,0.4403,0.049,3.7361
4/1/2006,0,,0,0.231,,0.096,0.3822,0.05,3.459
4/2/2006,0,,0,0.226,,0.092,0.3565,0.049,3.1166
4/3/2006,0,,0,0.221,,0.098,0.4171,0.064,3.4632
4/4/2006,0,,0,0.216,,0.11,0.4841,0.086,3.7841
4/5/2006,0,,0,0.211,,0.108,0.4381,0.094,3.6691
4/6/2006,0,,0,0.206,,0.103,0.3768,0.088,3.5602
4/7/2006,0,,0,0.201,,0.1,0.3676,0.093,3.6083
4/8/2006,0,,0,0.196,,0.092,0.3353,0.13,3.3206
4/9/2006,0,,0,0.191,,0.076,0.3378,0.242,2.9734
4/10/2006,,,0,0.186,,0.077,0.3421,0.367,3.0817
4/11/2006,0,,0,0.181,,0.07,0.3475,0.159,3.099
4/12/2006,0,,0,0.176,,0.064,0.3316,0.038,3.0665
4/13/2006,0,,0,0.171,,0.067,0.3203,0.039,2.903
4/14/2006,0,,0,0.166,,0.076,0.3061,0.036,2.7556
4/15/2006,1.7,,1.3,0.161,,0.075,0.3179,0.033,2.6846
4/16/2006,0,,0,0.156,,0.071,0.3309,0.031,2.742
4/17/2006,4.4,,12.6,0.15,,0.085,0.4059,0.065,4.4517
4/18/2006,0,,0,0.145,,0.089,0.3626,0.045,3.5729
4/19/2006,0,,0,0.14,,0.088,0.3543,0.035,3.292
4/20/2006,,,0,0.135,,0.096,0.3536,0.074,3.4848
4/21/2006,0,,0,0.13,,0.119,0.3961,0.079,3.5623
4/22/2006,0,,0,0.125,,0.101,0.3662,0.06,3.29
4/23/2006,0,,0,0.12,,0.09,0.3346,0.048,2.8465
4/24/2006,0,,0,0.115,,0.081,0.3208,0.043,3.0348
4/25/2006,0,,0,0.11,,0.062,0.278,0.036,3.0593
4/26/2006,0,,0,0.105,,0.05,0.3087,0.031,3.0138
4/27/2006,0.3,,0.8,0.1,,0.069,0.328,0.034,3.1398
4/28/2006,0.8,,0.6,0.095,,0.086,0.3549,0.043,3.2018
4/29/2006,0,14,0,0.09,,0.08,0.3096,0.035,2.8843
4/30/2006,0,13.7,0,0.085,,0.075,0.2738,0.033,2.5893
5/1/2006,0,0,0,0.08,,0.078,0.255,0.027,2.6
5/2/2006,0,0,0,0.075,,0.083,0.296,0.027,2.9078
5/3/2006,0,0,0,0.069,,0.076,0.344,0.03,3.1291
5/4/2006,0.2,0.3,0.4,0.064,,0.087,0.2897,0.032,3.1004
5/5/2006,0,0.1,0,0.059,,0.09,0.2541,0.031,3.1095
5/6/2006,0,0,0,0.054,,0.088,0.3132,0.024,2.8327
5/7/2006,0,0,0,0.049,,0.09,0.306,0.015,2.6213
5/8/2006,0,0,0,0.044,,0.102,0.3169,0.008,2.8755
5/9/2006,0,0,0,0.039,,0.112,0.3089,0.029,2.9974
5/10/2006,0,0,0,0.034,,0.121,0.2768,0.026,3.0631
5/11/2006,,0,1,0.031,,0.121,0.3212,0.035,3.0845
5/12/2006,,0,0.1,0.032,,0.096,0.3183,0.024,3.0454
5/13/2006,0,0,0,0.032,,0.092,0.2915,0.019,2.8087
5/14/2006,0,0,0,0.03,,0.089,0.3039,0.011,2.6255
5/15/2006,0,0,0,0.029,,0.086,0.2846,0.004,2.7394
5/16/2006,0,0,0,0.032,,0.072,0.2479,0.014,2.9204
5/17/2006,0,2.2,0,0.034,,0.081,0.1895,0.007,2.8455
5/18/2006,0,1.7,0,0.035,,0.07,0.1865,0,2.8392
5/19/2006,0,0,0,0.038,,0.071,0.1261,0,2.9672
5/20/2006,0,0,0,0.033,,0.076,0.1094,0,2.9844
5/21/2006,0,0,0,0.029,,0.072,0.1061,0,2.521
5/22/2006,0,4.2,0,0.027,,0.083,0.186,0,2.697
5/23/2006,,0,0,0.028,,0.076,0.4103,0,2.9412
5/24/2006,0,0,0,0.063,,0.054,0.3322,0,3.0084
5/25/2006,0,0,0,0.041,,0.054,0.3081,0,2.8251
5/26/2006,0,0,0,0.035,,0.059,0.3124,0,2.8705
5/27/2006,0,0,0,0.034,,0.055,0.2831,0,2.6492
5/28/2006,0,0,0,0.033,,0.051,0.2339,0,2.5185
5/29/2006,,0,0,0.031,,0.039,0.2482,0.003,2.6349
5/30/2006,2.2,0,,0.027,,0.047,0.2572,0.001,2.7151
5/31/2006,0.6,0,0.4,0.031,,0.063,0.3224,0.082,4.7795
6/1/2006,0,,0,0.036,,0.043,0.2899,0.029,2.4661
6/2/2006,0,,0,0.033,,0.027,0.2653,0.009,2.7357
6/3/2006,0,0,0,0.033,,0.03,0.2421,0.002,2.7538
6/4/2006,0,0,0,0.03,,0.043,0.2177,0,2.5234
6/5/2006,,0,0,0.027,,0.034,0.2016,0,2.663
6/6/2006,0,0,0,0.027,,0.037,0.2451,0,2.6855
6/7/2006,0,0,0,0.028,,0.029,0.3155,0,2.7251
6/8/2006,0,0,0,0.032,,0.022,0.3969,0,2.7184
6/9/2006,,0,0,0.033,,0.022,0.3489,0,2.6954
6/10/2006,,0,0,0.033,,0.022,0.341,0,2.4989
6/11/2006,0,0,0,0.033,,0.031,0.3136,0,2.2752
6/12/2006,0,0,0,0.033,,0.03,0.3392,0,2.4778
6/13/2006,0,0,0,0.033,,0.036,0.3419,0,2.5676
6/14/2006,0,0,0,0.035,,0.026,0.3257,0,2.6354
6/15/2006,0.5,0,1.4,0.035,,0.029,0.3491,0,2.6759
6/16/2006,1,0,0.1,0.038,,0.036,0.3479,0,2.9673
6/17/2006,0,0,0,0.046,,0.042,0.3361,0,2.6057
6/18/2006,0,0,0,0.048,,0.035,0.3347,0,2.4658
6/19/2006,0,0,0,0.051,,0.03,0.3482,0,2.5551
6/20/2006,,0,0.2,0.056,,0.031,0.3467,0,2.5443
6/21/2006,0,0,0,0.063,,0.036,0.319,0,2.6149
6/22/2006,0,0,0,0.062,,0.021,0.3647,0,2.6036
6/23/2006,0,0,0,0.059,,0.019,0.3499,0,2.6399
6/24/2006,0,0,0,0.057,,0.031,0.3485,0,2.3417
6/25/2006,0,0,0,0.051,,0.032,0.2996,0,2.1854
6/26/2006,0,0,0,0.046,,0.031,0.3367,0,2.3527
6/27/2006,0,0,0,0.044,,0.027,0.3407,0,2.5627
6/28/2006,0,0,0,0.057,,0.034,0.2689,0,2.6871
6/29/2006,0,0,0,0.047,,0.041,0.2827,0,2.6772
6/30/2006,0,0,0,0.047,,0.037,0.2449,0,2.5227
7/1/2006,0,0,0,0.046,,0.038,0.2489,0,2.2557
7/2/2006,0,0,0,0.048,,0.02,0.2179,0,2.0021
7/3/2006,0,0,0,0.043,,0.024,0.2121,0,2.2623
7/4/2006,0,0,0,0.042,,0.026,0.258,0,2.3606
7/5/2006,0,0,,0.044,,0.023,0.2814,0,2.3454
7/6/2006,,0.3,,0.049,,0.024,0.2955,0,4.1348
7/7/2006,0,0,0,0.048,,0.051,0.5202,0.019,3.4491
7/8/2006,0,0,0,0.042,,0.029,0.2845,0,2.6316
7/9/2006,0,0,0,0.042,,0.022,0.2794,0,2.2312
7/10/2006,0,0,0,0.04,,0.021,0.162,0,2.494
7/11/2006,0,0,0,0.041,,0.017,0.1046,0,2.3596
7/12/2006,0,0,0,0.042,,0.016,0.1015,0,2.3674
7/13/2006,,0,0.2,0.05,,0.016,0.0882,0,2.4276
7/14/2006,0.1,0.1,0,0.157,,0.017,0.0765,0,2.4029
7/15/2006,0,0,0,0.316,,0.017,0.0661,0,2.3131
7/16/2006,0,0,0,0.243,,0.017,0.0519,0,2.1917
7/17/2006,,0,0.5,0.065,,0.017,0.042,0,2.3485
7/18/2006,0,0,0,0.065,,0.017,0.0296,0,2.4438
7/19/2006,0,0,,0.048,,0.017,0.0159,0,2.4095
7/20/2006,0,0,0,0.048,,0.016,0.014,0,2.392
7/21/2006,0,0,0,0.048,,0.016,0.014,0,2.3078
7/22/2006,0,0,0,0.048,,0.016,0.014,0,2.1392
7/23/2006,0,0,0,0.046,,0.016,0.014,0,1.8496
7/24/2006,0,0,0,0.044,,0.015,0.014,0,2.1181
7/25/2006,0,0,0,0.039,,0.015,0.014,0,2.223
7/26/2006,0,0,0,0.038,,0.014,0.014,0,2.185
7/27/2006,,0.1,0,0.034,,0.014,0.014,0,2.2035
7/28/2006,0,0,0,0.033,,0.014,0.014,0,2.1618
7/29/2006,0,0,0,0.03,,0.014,0.014,0,1.92
7/30/2006,0,0,0,0.026,,0.013,0.0353,0,1.7662
7/31/2006,0,0,0,0.021,,0.012,0.0447,0,2.0178
8/1/2006,0,0,0,0.018,,0.013,0.0426,0,2.0695
8/2/2006,0,0,0,0.022,,0.013,0.0548,0,1.9965
8/3/2006,1,0.3,2.4,0.024,,0.028,0.0646,0,2.0756
8/4/2006,0,0,0,0.033,,0.042,0.0889,0,2.2782
8/5/2006,0,0,0,0.029,,0.065,0.3127,0.025,4.3297
8/6/2006,0,0,3.9,0.027,,0.034,0.2139,0,2.9008
8/7/2006,0,0,0,0.027,,0.023,0.1081,0,2.018
8/8/2006,3,2.3,2.3,0.05,,0.06,0.0778,0.344,2.9981
8/9/2006,0,0,0,0.131,,0.047,0.0726,0.122,2.5824
8/10/2006,0,0,0,0.043,,0.023,0.0538,0,1.8941
8/11/2006,0,0,0,0.038,,0.022,0.0535,0,1.7922
8/12/2006,3.9,8,4.4,0.034,,0.026,0.0744,0.004,1.9468
8/13/2006,0,0,0,0.033,,0.038,0.1681,0.009,2.5138
8/14/2006,3.6,2.2,9,0.035,,0.024,0.0941,0,1.8704
8/15/2006,27.3,33.1,30.9,0.882,,0.091,0.4428,0.847,5.7862
8/16/2006,0,0,0,0.168,,0.059,0.3937,0.449,3.0398
8/17/2006,0.4,0,0.9,0.07,,0.025,0.1285,0.017,2.5138
8/18/2006,0,0,0,0.052,,0.024,0.1088,0,1.89
8/19/2006,0,0,0,0.035,,0.022,0.104,0,1.6718
8/20/2006,0,0,0,0.033,,0.019,0.1003,0,1.7913
8/21/2006,0,0,0,0.027,,0.019,0.1017,0,1.9091
8/22/2006,0,0,0,0.028,,0.018,0.0945,0,1.8856
8/23/2006,1,0.3,0.6,0.029,,0.018,0.0932,0,1.9317
8/24/2006,3.5,7.1,0,0.032,,0.025,0.1578,0,1.9519
8/25/2006,0,0,0,0.033,,0.03,0.2097,0.003,2.9086
8/26/2006,,0,0,0.036,,0.022,0.1157,0,2.0521
8/27/2006,0,0,0,0.034,,0.022,0.1197,0,1.9237
8/28/2006,0,0,0,0.033,,0.021,0.1168,0,2.0731
8/29/2006,,0,0,0.033,,0.021,0.1084,0,2.127
8/30/2006,0,0,0,0.033,,0.021,0.1195,0,2.116
8/31/2006,0,0,0,0.033,,0.02,0.1184,0,2.1228
9/1/2006,0,0,0,0.034,,0.019,0.0935,0,2.1499
9/2/2006,,0,0,0.027,,0.019,0.1164,0,2.0566
9/3/2006,0,0,0,0.027,,0.019,0.1299,0,1.9325
9/4/2006,0,0,0,0.025,,0.017,0.1183,0,2.0942
9/5/2006,0,0,0,0.02,,0.016,0.1085,0,2.1977
9/6/2006,0,0,0,0.022,,0.015,0.12,0,2.2463
9/7/2006,0,0,0,0.026,,0.015,0.2048,0,2.2064
9/8/2006,0,0,0,0.035,,0.015,0.2078,0,2.3428
9/9/2006,0,0,0,0.048,,0.015,0.2059,0,2.319
9/10/2006,0,0,0,0.046,,0.015,0.1769,0,2.1437
9/11/2006,0.3,1.6,0,0.038,,0.015,0.1409,0,2.0431
9/12/2006,95.4,62.5,121.9,0.038,,0.024,0.2533,0.015,3.9617
9/13/2006,28.2,15.5,29.3,4.339,,0.492,15.6056,8.62,82.5285
9/14/2006,18.5,19.2,46.8,2.282,,0.297,1.631,3.004,23.5818
9/15/2006,0,0,0.1,1.908,,0.273,1.7385,4.099,20.5512
9/16/2006,,0,0,1.214,,0.184,1.1587,1.712,12.4483
9/17/2006,0,0,0,0.433,,0.156,0.6587,0.524,6.5914
9/18/2006,0,0,0,0.213,,0.142,0.5177,0.286,5.2912
9/19/2006,0,0,0,0.13,,0.132,0.4461,0.18,4.7987
9/20/2006,0,,0.5,0.087,,0.128,0.3922,0.145,4.5153
9/21/2006,0,0,0,0.077,,0.124,0.3622,0.113,4.138
9/22/2006,0.9,2,2.9,0.072,,0.117,0.3477,0.108,4.0511
9/23/2006,10.8,12,12.5,0.198,,0.142,0.4989,0.348,7.7167
9/24/2006,0,0,0,0.172,,0.135,0.5941,0.197,6.0588
9/25/2006,0,0,0,0.102,,0.121,0.3612,0.106,4.1826
9/26/2006,0,0,0,0.085,,0.115,0.3263,0.097,3.8863
9/27/2006,0,0,0,0.078,,0.105,0.3289,0.09,3.7589
9/28/2006,0,0,0,0.077,,0.101,0.3242,0.079,3.6588
9/29/2006,,0,0,0.078,,0.093,0.3208,0.064,3.6019
9/30/2006,0,0,0,0.075,,0.09,0.2996,0.055,3.3492
10/1/2006,0,0,0,0.068,,0.078,0.2726,0.051,3.0334
10/2/2006,,0,0,0.071,,0.068,0.2446,0.047,3.0681
10/3/2006,0,0,0,0.071,,0.063,0.3009,0.043,3.198
10/4/2006,0.4,1.5,0.4,0.07,,0.074,0.4376,0.04,3.5204
10/5/2006,0,0,0,0.112,,0.084,0.434,0.057,3.7491
10/6/2006,0,0,0,0.072,,0.092,0.3352,0.047,3.4831
10/7/2006,,0,0.6,0.068,,0.089,0.3072,0.044,3.2457
10/8/2006,,,0,0.069,,0.087,0.3033,0.046,3.1073
10/9/2006,0.2,,0,0.066,,0.083,0.316,0.049,3.322
10/10/2006,0,0,0,0.066,,0.08,0.3056,0.045,3.4237
10/11/2006,14.5,7.5,39.1,0.113,,0.187,0.4208,0.502,7.7487
10/12/2006,11.5,16.4,6.3,0.254,,0.201,0.8405,0.315,10.1473
10/13/2006,0,0,0,0.142,,0.146,0.4138,0.14,5.3677
10/14/2006,0,0,0,0.102,,0.133,0.3297,0.064,3.7207
10/15/2006,0,0,0,0.089,,0.119,0.3112,0.053,3.2632
10/16/2006,0.5,0,0,0.085,,0.107,0.2919,0.045,3.4492
10/17/2006,,0,0.4,0.085,,0.102,0.3034,0.042,3.4343
10/18/2006,10.6,8.3,20.1,1.467,,0.247,0.8169,1.223,12.0174
10/19/2006,0,0,0.5,0.62,,0.232,1.0985,1.114,11.9983
10/20/2006,0.1,0,0,0.22,,0.18,0.6949,0.416,6.6255
10/21/2006,0,0,0,0.166,,0.168,0.4215,0.193,5.0704
10/22/2006,0,0,0,0.136,,0.155,0.3733,0.126,4.4655
10/23/2006,0.1,0.1,0.3,0.117,,0.146,0.5241,0.096,4.4862
10/24/2006,0,0,0,0.109,,0.139,0.6232,0.071,4.5734
10/25/2006,0,0,0,0.097,,0.134,0.6222,0.059,4.4404
10/26/2006,0,0,0,0.095,,0.127,0.6072,0.055,4.3438
10/27/2006,0,0,0,0.085,,0.117,0.5204,0.052,4.239
10/28/2006,0,0,0,0.085,,0.109,0.5117,0.051,3.9854
10/29/2006,0,0,0,0.085,,0.098,0.5018,0.043,3.664
10/30/2006,0,0,0,0.085,,0.094,0.484,0.044,3.8638
10/31/2006,0,0,0,0.087,,0.092,0.4393,0.041,3.8734
11/1/2006,,0,0,0.085,,0.09,0.3243,0.041,3.5036
11/2/2006,0,0,0,0.09,,0.09,0.3478,0.038,3.5222
11/3/2006,0,0,0,0.09,,0.089,0.358,0.038,3.5859
11/4/2006,0,0,0,0.092,,0.089,0.3746,0.037,3.4221
11/5/2006,0,0,0,0.092,,0.09,0.3579,0.037,3.2765
11/6/2006,0,0,0,0.093,,0.089,0.3267,0.037,3.425
11/7/2006,0.1,0.1,0,0.096,,0.089,0.3923,0.037,3.5566
11/8/2006,0,0,0,0.1,,0.09,0.3642,0.037,3.5005
11/9/2006,0,0,0,0.097,,0.089,0.394,0.035,3.5064
11/10/2006,0,0,0,0.098,,0.088,0.3649,0.025,3.5031
11/11/2006,0,0,0,0.099,,0.089,0.3468,0.024,3.3529
11/12/2006,0,0,0,0.094,,0.09,0.3847,0.026,3.1992
11/13/2006,0,0,0,0.091,,0.087,0.3894,0.027,3.3629
11/14/2006,0,0,0,0.085,,0.084,0.3297,0.027,3.3456
11/15/2006,0,0,0,0.085,,0.083,0.3727,0.038,3.4472
11/16/2006,0.3,0.1,,0.085,,0.083,0.3893,0.033,3.3937
11/17/2006,1.1,1.2,,0.086,,0.086,0.3432,0.028,3.5273
11/18/2006,0,0,,0.09,,0.09,0.3009,0.026,3.3
11/19/2006,0,0,,0.086,,0.084,0.2943,0.025,3.0358
11/20/2006,0,0,,0.085,,0.077,0.3322,0.024,3.1204
11/21/2006,0,0,,0.083,,0.077,0.3803,0.025,3.2283
11/22/2006,,0,,0.082,,0.08,0.3697,0.025,3.2729
11/23/2006,0,0,0,0.08,,0.076,0.3179,0.024,3.2219
11/24/2006,,0,0,0.08,,0.075,0.3457,0.024,3.1219
11/25/2006,0,0,0,0.08,,0.079,0.3586,0.024,3.0093
11/26/2006,0,1.9,0,0.067,,0.082,0.3944,0.024,2.8471
11/27/2006,0,0,0,0.078,,0.079,0.4111,0.024,3.0661
11/28/2006,0,0,0,0.088,,0.076,0.3791,0.026,3.1918
11/29/2006,0,0,0,0.091,,0.075,0.3568,0.024,3.1553
11/30/2006,0,0,0,0.094,,0.076,0.3312,0.025,3.0994
12/1/2006,0.7,0,0.2,0.092,,0.076,0.3527,0.025,3.17
12/2/2006,0,1.7,0,0.095,,0.077,0.2929,0.025,2.9742
12/3/2006,0,0,0,0.093,,0.074,0.3111,0.025,2.7771
12/4/2006,0,0,0,0.093,,0.072,0.3388,0.024,2.984
12/5/2006,4.4,15.2,2.8,0.097,,0.076,0.4198,0.021,3.1722
12/6/2006,18,,11.5,0.163,,0.146,0.608,1.074,9.8138
12/7/2006,0.1,0,0.1,0.117,,0.115,0.4038,0.098,3.5614
12/8/2006,0.7,0.8,0.8,0.11,,0.107,0.3367,0.054,3.2192
12/9/2006,0,0,0,0.1,,0.098,0.3022,0.044,2.8979
12/10/2006,0,0,0,0.093,,0.089,0.2711,0.037,2.7617
12/11/2006,0,0,0,0.092,,0.088,0.3197,0.031,3.1096
12/12/2006,0,0,0,0.092,,0.086,0.341,0.026,3.2584
12/13/2006,0,0,0,0.092,,0.082,0.3189,0.026,3.2678
12/14/2006,0.4,0.5,0,0.092,,0.091,0.3064,0.024,3.2369
12/15/2006,6.7,6.8,6.5,0.104,,0.111,0.5106,0.205,6.394
12/16/2006,0,0,0,0.1,,0.096,0.3578,0.05,3.4652
12/17/2006,0,0,0,0.095,,0.085,0.2962,0.04,2.9785
12/18/2006,0,0.1,0,0.093,,0.077,0.3125,0.038,3.1145
12/19/2006,0,0,0,0.094,,0.08,0.3456,0.036,3.2761
12/20/2006,0,,0,0.097,,0.076,0.3408,0.031,3.2417
12/21/2006,0,0,0,0.097,,0.076,0.3124,0.029,3.1839
12/22/2006,6.9,4.4,5.6,0.097,,0.078,0.2954,0.041,3.9371
12/23/2006,0,0,0,0.097,,0.075,0.351,0.049,3.8088
12/24/2006,0,0,0,0.093,,0.074,0.2889,0.037,2.8759
12/25/2006,0,0,0,0.092,,0.075,0.2714,0.038,2.7347
12/26/2006,0,0,0,0.092,,0.075,0.3097,0.034,2.7367
